1.6971E+12,acc,0.0212555,-0.033905,-1.00154
1.6971E+12,acc,0.0166168,-0.0326233,-0.99408
1.6971E+12,acc,0.0133667,-0.0308533,-0.996689
1.6971E+12,acc,0.0151215,-0.0324249,-0.992462
1.6971E+12,acc,0.0136719,-0.0314941,-0.998322
1.6971E+12,acc,0.0164032,-0.0333405,-0.993698
1.6971E+12,acc,0.0101624,-0.0319366,-0.996994
1.6971E+12,acc,0.0140839,-0.0366821,-0.995361
1.6971E+12,acc,0.0140686,-0.0291748,-0.994247
1.6971E+12,acc,0.0141907,-0.0328827,-0.99762
1.6971E+12,acc,0.0137177,-0.033432,-0.995804
1.6971E+12,acc,0.0142517,-0.0302734,-0.99353
1.6971E+12,acc,0.0129852,-0.0329437,-0.996048
1.6971E+12,acc,0.0131836,-0.0332947,-0.996628
1.6971E+12,acc,0.0153809,-0.0331726,-0.995682
1.6971E+12,acc,0.0122833,-0.0327301,-0.996277
1.6971E+12,acc,0.0141144,-0.0310669,-0.996735
1.6971E+12,acc,0.0140991,-0.0319214,-0.995697
1.6971E+12,acc,0.0124359,-0.0329285,-0.993942
1.6971E+12,acc,0.013916,-0.0308838,-0.996368
1.6971E+12,acc,0.0131531,-0.0299835,-0.993958
1.6971E+12,acc,0.0140839,-0.0322418,-0.995499
1.6971E+12,acc,0.0137024,-0.0311279,-0.99588
1.6971E+12,acc,0.0153046,-0.0317841,-0.995377
1.6971E+12,acc,0.0163727,-0.0321045,-0.99678
1.6971E+12,acc,0.0146179,-0.0329742,-0.994171
1.6971E+12,acc,0.0132141,-0.0339203,-0.995453
1.6971E+12,acc,0.0142212,-0.0318146,-0.995651
1.6971E+12,acc,0.0137329,-0.0307922,-0.995697
1.6971E+12,acc,0.0141449,-0.0320587,-0.995819
1.6971E+12,acc,0.0129547,-0.0313568,-0.9953
1.6971E+12,acc,0.0126038,-0.0314331,-0.995514
1.6971E+12,acc,0.0138702,-0.0328064,-0.993408
1.6971E+12,acc,0.0160828,-0.0346832,-0.993088
1.6971E+12,acc,0.00926208,-0.0283813,-0.996109
1.6971E+12,acc,0.0162354,-0.0318451,-0.994339
1.6971E+12,acc,0.0116425,-0.032608,-0.99733
1.6971E+12,acc,0.0157318,-0.0315552,-0.993454
1.6971E+12,acc,0.0128021,-0.0303345,-0.995987
1.6971E+12,acc,0.0152435,-0.03302,-0.994568
1.6971E+12,acc,0.0154724,-0.032074,-0.995071
1.6971E+12,acc,0.0137634,-0.0314941,-0.995605
1.6971E+12,acc,0.0114746,-0.0310059,-0.994278
1.6971E+12,acc,0.013443,-0.0323792,-0.995407
1.6971E+12,acc,0.0138702,-0.0332031,-0.995193
1.6971E+12,acc,0.0139008,-0.0315857,-0.994095
1.6971E+12,acc,0.0139618,-0.0314484,-0.995621
1.6971E+12,acc,0.0146027,-0.0316315,-0.996796
1.6971E+12,acc,0.0142822,-0.0312805,-0.995377
1.6971E+12,acc,0.0134125,-0.0308685,-0.995102
1.6971E+12,acc,0.0140381,-0.0334778,-0.996445
1.6971E+12,acc,0.0123749,-0.0336304,-0.994949
1.6971E+12,acc,0.0146027,-0.0308838,-0.994492
1.6971E+12,acc,0.0149231,-0.030304,-0.994919
1.6971E+12,acc,0.0131378,-0.032959,-0.995056
1.6971E+12,acc,0.0121613,-0.0307312,-0.995392
1.6971E+12,acc,0.0136871,-0.0320892,-0.995117
1.6971E+12,acc,0.0131378,-0.0335846,-0.995865
1.6971E+12,acc,0.0132294,-0.0339661,-0.995621
1.6971E+12,acc,0.0130005,-0.0320892,-0.996399
1.6971E+12,acc,0.0164642,-0.0307007,-0.994308
1.6971E+12,acc,0.0151062,-0.0303345,-0.994629
1.6971E+12,acc,0.014801,-0.0318909,-0.995911
1.6971E+12,acc,0.0143585,-0.0319061,-0.995316
1.6971E+12,acc,0.0116425,-0.0323639,-0.995712
1.6971E+12,acc,0.0132751,-0.0314331,-0.996063
1.6971E+12,acc,0.0144348,-0.0315552,-0.994873
1.6971E+12,acc,0.0135956,-0.0308075,-0.994812
1.6971E+12,acc,0.0134735,-0.0328522,-0.994827
1.6971E+12,acc,0.013916,-0.0335693,-0.994736
1.6971E+12,acc,0.0149536,-0.0328674,-0.99617
1.6971E+12,acc,0.0149689,-0.03125,-0.994858
1.6971E+12,acc,0.0138855,-0.0319061,-0.995117
1.6971E+12,acc,0.014328,-0.0318604,-0.995453
1.6971E+12,acc,0.0127716,-0.0323792,-0.994873
1.6971E+12,acc,0.0126343,-0.0309448,-0.995102
1.6971E+12,acc,0.0128937,-0.0305023,-0.993973
1.6971E+12,acc,0.0135345,-0.0320282,-0.995743
1.6971E+12,acc,0.0128326,-0.0319366,-0.995224
1.6971E+12,acc,0.0134735,-0.0302429,-0.99527
1.6971E+12,acc,0.0154572,-0.0315704,-0.99437
1.6971E+12,acc,0.0143585,-0.0327301,-0.993988
1.6971E+12,acc,0.0142975,-0.0333557,-0.993362
1.6971E+12,acc,0.0149536,-0.0323486,-0.995163
1.6971E+12,acc,0.0136719,-0.0308685,-0.995087
1.6971E+12,acc,0.0135498,-0.031311,-0.993698
1.6971E+12,acc,0.0144196,-0.0325012,-0.995529
1.6971E+12,acc,0.0148621,-0.0317841,-0.996445
1.6971E+12,acc,0.0140533,-0.0315704,-0.994324
1.6971E+12,acc,0.014267,-0.0320587,-0.996094
1.6971E+12,acc,0.0144348,-0.0326385,-0.995834
1.6971E+12,acc,0.0151825,-0.0316467,-0.994003
1.6971E+12,acc,0.0133209,-0.0314789,-0.994644
1.6971E+12,acc,0.0139313,-0.0309296,-0.996368
1.6971E+12,acc,0.0157166,-0.0314941,-0.993896
1.6971E+12,acc,0.0136719,-0.0301056,-0.995041
1.6971E+12,acc,0.0179138,-0.0362549,-0.979034
1.6971E+12,acc,0.0627899,-0.0817719,-0.959076
1.6971E+12,acc,-0.125412,0.0343323,-1.10774
1.6971E+12,acc,0.131577,-0.0488434,-0.967026
1.6971E+12,acc,-0.0372772,-0.0317078,-0.977417
1.6971E+12,acc,0.0579681,-0.0446777,-0.980484
1.6971E+12,acc,0.00524902,-0.0315704,-1.00859
1.6971E+12,acc,0.0149384,-0.0294647,-0.993576
1.6971E+12,acc,0.0160217,-0.0311584,-1.0024
1.6971E+12,acc,0.0150909,-0.0337067,-0.990143
1.6971E+12,acc,0.0161285,-0.0320587,-0.992111
1.6971E+12,acc,0.013031,-0.0312195,-1.00345
1.6971E+12,acc,0.0130005,-0.0320892,-0.992477
1.6971E+12,acc,0.0161591,-0.0332031,-0.996094
1.6971E+12,acc,0.0191345,-0.0343475,-0.992203
1.6971E+12,acc,0.0182953,-0.0344849,-0.994873
1.6971E+12,acc,0.0181122,-0.0320282,-0.994141
1.6971E+12,acc,0.0191498,-0.0331573,-0.992462
1.6971E+12,acc,0.0159607,-0.0339661,-0.997589
1.6971E+12,acc,0.0189362,-0.0327759,-0.994965
1.6971E+12,acc,0.0169525,-0.0328064,-0.994049
1.6971E+12,acc,0.0146484,-0.0312042,-0.99823
